fulltime,fam_inc,parttime,sex,race,lsat,ugpa,zfygpa,DOB_yr,zgpa,tier,index6040,pass_bar
1.0,3.0,0.0,male,hisp,44.0,3.4,0.0,69.0,0.0,6.0,876.842082,F
1.0,2.0,0.0,female,asian,34.0,3.4,0.0,67.0,0.0,6.0,718.9473519999999,P
2.0,2.0,1.0,male,white,24.7,3.4,-1.17,67.0,-1.13,3.0,572.1052531,P
1.0,3.0,0.0,male,white,42.0,3.4,0.27,68.0,1.03,5.0,845.2631359999999,P
1.0,2.0,0.0,female,black,32.0,3.4,0.0,45.0,0.0,4.0,687.3684059999999,F
1.0,2.0,0.0,female,asian,31.0,3.4,-0.53,68.0,0.05,3.0,671.578933,P
1.0,5.0,0.0,male,white,41.5,3.4,-0.52,68.0,-0.17,5.0,837.3683995,P
1.0,2.0,0.0,male,white,33.0,3.4,-1.11,61.0,-1.17,5.0,703.157879,P
1.0,4.0,0.0,male,white,29.0,3.4,-0.58,66.0,-0.61,4.0,639.999987,F
1.0,4.0,0.0,female,white,41.0,3.4,-0.35,68.0,0.04,4.0,829.473663,P
1.0,4.0,0.0,female,white,35.0,3.4,-1.11,69.0,-0.78,3.0,734.736825,P
1.0,2.0,0.0,female,white,32.0,3.4,-0.36,68.0,-0.31,5.0,687.3684059999999,P
1.0,3.0,0.0,male,hisp,34.0,3.4,0.89,60.0,1.81,3.0,718.9473519999999,P
1.0,4.0,0.0,female,white,36.0,3.4,0.42,69.0,-0.31,4.0,750.526298,P
1.0,2.0,0.0,female,white,26.3,3.4,-1.73,61.0,-2.0,5.0,597.3684099,F
1.0,2.0,0.0,female,hisp,44.0,3.4,0.58,69.0,0.69,6.0,876.842082,P
1.0,4.0,0.0,male,white,33.0,3.4,0.4,68.0,0.83,4.0,703.157879,P
1.0,3.0,0.0,female,white,43.0,3.4,1.96,63.0,2.06,5.0,861.052609,P
1.0,3.0,0.0,female,white,42.0,3.4,-0.11,67.0,0.55,4.0,845.2631359999999,P
1.0,4.0,0.0,male,white,44.0,3.4,1.06,64.0,0.88,4.0,876.842082,P
1.0,4.0,0.0,male,white,39.0,3.4,0.36,69.0,-0.15,3.0,797.894717,P
1.0,4.0,0.0,male,white,46.0,3.4,0.6,69.0,0.39,6.0,908.421028,P
1.0,3.0,0.0,male,white,44.0,3.4,1.79,67.0,0.5,6.0,876.842082,P
1.0,3.0,0.0,male,white,27.5,3.4,0.0,68.0,0.0,1.0,616.3157775000001,P
1.0,3.0,0.0,male,white,41.0,3.4,-0.05,69.0,-1.18,3.0,829.473663,P
1.0,3.0,0.0,male,white,39.0,3.4,2.39,67.0,0.98,6.0,797.894717,P
1.0,3.0,0.0,female,white,30.0,3.4,-0.59,68.0,-0.7,3.0,655.78946,P
1.0,4.0,0.0,male,white,33.0,3.4,-1.18,54.0,-0.95,3.0,703.157879,P
1.0,3.0,0.0,female,hisp,30.0,3.4,-0.29,70.0,0.41,6.0,655.78946,P
1.0,4.0,0.0,male,white,37.0,3.4,-1.02,68.0,0.11,4.0,766.315771,P
1.0,5.0,0.0,female,asian,43.0,3.4,-0.02,69.0,-0.32,6.0,861.052609,P
2.0,3.0,1.0,female,white,30.0,3.4,-1.09,65.0,-1.13,5.0,655.78946,P
1.0,2.0,0.0,female,white,33.0,3.4,-0.47,69.0,0.0,5.0,703.157879,P
1.0,3.0,0.0,female,white,39.0,3.4,1.85,69.0,1.67,4.0,797.894717,P
1.0,4.0,0.0,female,white,38.0,3.4,1.19,69.0,1.24,1.0,782.1052440000001,P
1.0,5.0,0.0,male,white,41.0,3.4,0.99,67.0,1.47,4.0,829.473663,P
1.0,4.0,0.0,male,white,46.0,3.4,1.84,69.0,1.07,4.0,908.421028,P
1.0,3.0,0.0,female,white,34.0,3.4,2.05,69.0,1.98,4.0,718.9473519999999,P
1.0,3.0,0.0,male,white,33.0,3.4,-0.11,69.0,-0.04,3.0,703.157879,P
1.0,4.0,0.0,female,white,38.0,3.4,0.29,67.0,0.4,4.0,782.1052440000001,P
1.0,2.0,0.0,male,white,41.0,3.4,0.0,60.0,0.0,4.0,829.473663,P
1.0,3.0,0.0,male,white,29.0,3.4,-1.32,68.0,-0.88,2.0,639.999987,P
1.0,4.0,0.0,female,white,33.0,3.4,-0.3,69.0,-0.15,3.0,703.157879,P
1.0,4.0,0.0,male,white,31.0,3.4,-0.14,0.0,-0.41,5.0,671.578933,P
1.0,4.0,0.0,male,white,39.0,3.4,0.26,68.0,0.45,3.0,797.894717,P
1.0,3.0,0.0,male,white,33.0,3.4,-0.56,68.0,-1.07,3.0,703.157879,P
1.0,3.0,0.0,female,white,43.0,3.4,0.97,68.0,0.47,4.0,861.052609,P
1.0,1.0,0.0,female,white,33.5,3.4,0.0,69.0,-0.21,3.0,711.0526155,P
1.0,5.0,0.0,male,white,35.0,3.4,1.08,69.0,1.26,5.0,734.736825,P
1.0,5.0,0.0,female,white,36.0,3.4,0.24,69.0,-0.56,3.0,750.526298,P
1.0,4.0,0.0,male,hisp,35.0,3.4,-1.72,70.0,-1.85,5.0,734.736825,P
2.0,3.0,1.0,male,white,35.0,3.4,-0.67,54.0,0.08,4.0,734.736825,P
2.0,4.0,1.0,male,white,35.0,3.4,1.51,65.0,0.84,3.0,734.736825,P
1.0,4.0,0.0,female,white,40.0,3.4,1.34,68.0,0.95,3.0,813.6841900000001,P
1.0,5.0,0.0,male,white,42.0,3.4,0.8,64.0,0.57,4.0,845.2631359999999,P
1.0,2.0,0.0,female,white,28.5,3.4,-0.44,63.0,-0.24,3.0,632.1052505,P
1.0,2.0,0.0,female,white,26.5,3.4,-1.44,68.0,-0.44,2.0,600.5263045,F
1.0,5.0,0.0,male,white,46.0,3.4,1.85,69.0,1.03,5.0,908.421028,P
1.0,4.0,0.0,female,white,44.0,3.4,-0.2,68.0,-0.55,5.0,876.842082,P
1.0,4.0,0.0,female,white,39.0,3.4,1.7,69.0,1.87,3.0,797.894717,P
1.0,3.0,0.0,female,white,40.0,3.4,0.45,67.0,0.23,3.0,813.6841900000001,P
1.0,5.0,0.0,male,white,44.0,3.4,-0.12,69.0,-0.29,5.0,876.842082,P
1.0,4.0,0.0,male,white,37.0,3.4,-1.21,66.0,-0.19,5.0,766.315771,F
1.0,0.0,0.0,female,black,28.5,3.4,-0.7,67.0,-0.48,3.0,632.1052505,P
1.0,2.0,0.0,female,white,39.0,3.4,1.13,58.0,1.27,3.0,797.894717,P
1.0,2.0,0.0,male,other,37.0,3.4,-0.49,64.0,-0.53,5.0,766.315771,P
1.0,3.0,0.0,female,white,42.0,3.4,0.18,68.0,-0.62,4.0,845.2631359999999,P
1.0,4.0,0.0,male,white,48.0,3.4,-0.49,68.0,0.15,6.0,939.9999740000001,P
1.0,4.0,0.0,female,white,43.0,3.4,0.77,69.0,0.48,3.0,861.052609,P
1.0,4.0,0.0,female,white,40.0,3.4,0.94,69.0,0.94,3.0,813.6841900000001,P
1.0,4.0,0.0,female,black,36.0,3.4,0.01,69.0,0.13,5.0,750.526298,P
1.0,4.0,0.0,male,white,34.0,3.4,0.86,69.0,0.98,3.0,718.9473519999999,P
2.0,3.0,1.0,male,white,37.0,3.4,1.09,56.0,1.93,2.0,766.315771,P
1.0,5.0,0.0,female,white,37.0,3.4,-0.07,69.0,0.04,4.0,766.315771,P
1.0,4.0,0.0,female,white,42.0,3.4,-0.58,69.0,-0.79,3.0,845.2631359999999,P
1.0,4.0,0.0,male,white,42.0,3.4,0.35,69.0,0.78,6.0,845.2631359999999,P
1.0,3.0,0.0,male,white,43.0,3.4,0.57,67.0,0.58,3.0,861.052609,P
1.0,5.0,0.0,female,white,35.0,3.4,0.96,65.0,1.08,3.0,734.736825,P
1.0,4.0,0.0,male,white,36.0,3.4,0.07,69.0,-0.33,3.0,750.526298,P
1.0,3.0,0.0,male,white,30.5,3.4,-1.27,57.0,-1.73,3.0,663.6841965,P
1.0,5.0,0.0,female,white,35.0,3.4,-0.47,68.0,-0.88,4.0,734.736825,P
1.0,1.0,0.0,female,white,47.0,3.4,-0.09,49.0,0.26,6.0,924.210501,P
1.0,3.0,0.0,female,white,33.5,3.4,0.61,65.0,0.63,3.0,711.0526155,P
1.0,4.0,0.0,female,white,39.0,3.4,2.24,68.0,2.06,3.0,797.894717,P
1.0,2.0,0.0,female,black,27.0,3.4,-1.81,65.0,-1.41,4.0,608.4210410000001,P
1.0,4.0,0.0,male,white,39.0,3.4,-0.72,67.0,-0.19,4.0,797.894717,P
1.0,5.0,0.0,male,white,40.0,3.4,-0.63,68.0,-0.81,5.0,813.6841900000001,P
1.0,1.0,0.0,male,black,20.5,3.4,0.0,50.0,0.0,1.0,505.7894665,P
1.0,4.0,0.0,male,white,42.0,3.4,1.0,69.0,0.92,3.0,845.2631359999999,P
1.0,3.0,0.0,male,white,36.0,3.4,-0.38,70.0,-0.87,4.0,750.526298,P
1.0,3.0,0.0,male,white,32.5,3.4,0.29,66.0,0.27,4.0,695.2631425,P
1.0,4.0,0.0,female,white,48.0,3.4,0.21,0.0,0.35,5.0,939.9999740000001,P
1.0,4.0,0.0,male,white,31.0,3.4,1.01,69.0,1.68,3.0,671.578933,P
1.0,3.0,0.0,female,white,34.0,3.4,-0.05,53.0,-0.69,3.0,718.9473519999999,P
1.0,4.0,0.0,male,white,41.0,3.4,1.09,69.0,0.97,4.0,829.473663,P
1.0,4.0,0.0,female,white,32.0,3.4,0.32,67.0,0.67,3.0,687.3684059999999,P
1.0,4.0,0.0,female,white,39.0,3.4,-0.05,69.0,-0.25,4.0,797.894717,P
2.0,1.0,1.0,female,white,38.0,3.4,0.35,67.0,0.24,3.0,782.1052440000001,P
2.0,4.0,1.0,female,white,34.0,3.4,0.17,65.0,-0.59,3.0,718.9473519999999,F
1.0,5.0,0.0,male,white,35.0,3.4,0.66,67.0,0.6,5.0,734.736825,P
1.0,4.0,0.0,female,white,40.0,3.4,1.25,69.0,1.19,3.0,813.6841900000001,P
1.0,3.0,0.0,female,white,35.0,3.4,1.15,65.0,1.53,5.0,734.736825,P
2.0,2.0,1.0,female,white,34.0,3.4,0.1,68.0,0.16,2.0,718.9473519999999,P
1.0,2.0,0.0,male,hisp,34.0,3.4,-1.98,66.0,-2.06,4.0,718.9473519999999,F
1.0,4.0,0.0,female,asian,35.5,3.4,-1.2,69.0,-1.11,5.0,742.6315615,P
2.0,3.0,1.0,female,white,30.0,3.4,0.67,67.0,0.29,3.0,655.78946,P
1.0,4.0,0.0,male,white,36.5,3.4,-0.02,67.0,-0.38,5.0,758.4210345,P
1.0,4.0,0.0,female,white,40.0,3.4,-0.17,68.0,0.23,4.0,813.6841900000001,P
1.0,4.0,0.0,female,white,31.0,3.4,1.31,69.0,1.58,3.0,671.578933,P
1.0,4.0,0.0,male,white,44.0,3.4,1.35,66.0,0.61,4.0,876.842082,P
1.0,4.0,0.0,male,white,35.0,3.4,0.33,69.0,0.43,3.0,734.736825,P
1.0,2.0,0.0,female,white,44.0,3.4,-0.5,58.0,-0.34,4.0,876.842082,P
1.0,3.0,0.0,female,white,37.0,3.4,0.76,67.0,0.41,3.0,766.315771,P
1.0,4.0,0.0,male,other,29.0,3.4,0.98,68.0,0.96,5.0,639.999987,P
1.0,3.0,0.0,female,white,42.0,3.4,0.0,69.0,0.0,4.0,845.2631359999999,P
1.0,3.0,0.0,female,black,20.0,3.4,-2.41,68.0,-1.8,4.0,497.89473,F
1.0,4.0,0.0,male,white,35.0,3.4,0.63,67.0,0.37,4.0,734.736825,P
1.0,4.0,0.0,female,white,38.0,3.4,0.14,51.0,0.02,4.0,782.1052440000001,P
1.0,4.0,0.0,female,white,42.0,3.4,0.92,69.0,0.58,3.0,845.2631359999999,P
1.0,2.0,0.0,female,white,43.0,3.4,-0.3,64.0,-0.04,6.0,861.052609,P
1.0,4.0,0.0,male,white,38.0,3.4,0.84,69.0,1.08,3.0,782.1052440000001,P
1.0,4.0,0.0,male,white,37.0,3.4,-0.71,64.0,-0.93,4.0,766.315771,P
2.0,3.0,1.0,male,white,31.5,3.4,0.12,55.0,-0.55,4.0,679.4736695,P
1.0,3.0,0.0,male,white,32.5,3.4,-0.03,65.0,0.44,2.0,695.2631425,P
1.0,3.0,0.0,male,black,25.0,3.4,0.0,69.0,0.0,4.0,576.842095,P
1.0,4.0,0.0,female,white,35.0,3.4,0.71,69.0,0.66,3.0,734.736825,P
1.0,3.0,0.0,male,white,34.0,3.4,0.39,65.0,0.35,4.0,718.9473519999999,P
1.0,4.0,0.0,female,white,41.0,3.4,0.24,69.0,0.54,4.0,829.473663,P
1.0,3.0,0.0,male,white,37.0,3.4,0.57,68.0,0.51,3.0,766.315771,P
1.0,4.0,0.0,male,white,34.0,3.4,-0.03,68.0,-0.3,5.0,718.9473519999999,P
1.0,3.0,0.0,male,white,43.0,3.4,1.31,65.0,1.44,4.0,861.052609,P
1.0,4.0,0.0,female,white,38.0,3.4,1.88,67.0,2.31,3.0,782.1052440000001,P
1.0,4.0,0.0,female,white,32.5,3.4,-0.6,69.0,-0.96,4.0,695.2631425,P
1.0,4.0,0.0,male,white,36.0,3.4,0.11,68.0,0.48,4.0,750.526298,P
1.0,3.0,0.0,female,white,39.0,3.4,0.6,69.0,0.35,4.0,797.894717,P
1.0,4.0,0.0,female,white,34.0,3.4,0.87,70.0,1.3,3.0,718.9473519999999,P
1.0,3.0,0.0,male,white,38.0,3.4,0.37,68.0,-0.1,3.0,782.1052440000001,P
1.0,5.0,0.0,male,white,48.0,3.4,0.83,68.0,1.01,6.0,939.9999740000001,P
1.0,4.0,0.0,female,white,35.5,3.4,-0.19,57.0,-0.44,3.0,742.6315615,F
1.0,4.0,0.0,female,white,35.0,3.4,-1.43,69.0,-1.82,5.0,734.736825,F
1.0,4.0,0.0,male,white,41.0,3.4,-1.14,69.0,-2.15,3.0,829.473663,P
1.0,5.0,0.0,male,white,47.0,3.4,-0.48,69.0,-0.16,5.0,924.210501,P
1.0,3.0,0.0,female,white,31.0,3.4,0.96,68.0,0.25,2.0,671.578933,P
1.0,4.0,0.0,male,white,36.0,3.4,-0.45,66.0,-0.38,4.0,750.526298,P
1.0,3.0,0.0,male,asian,32.5,3.4,2.11,68.0,1.8,3.0,695.2631425,P
1.0,4.0,0.0,female,white,40.0,3.4,0.54,69.0,0.24,3.0,813.6841900000001,P
1.0,4.0,0.0,male,white,45.0,3.4,1.05,67.0,0.54,4.0,892.631555,P
1.0,3.0,0.0,female,white,41.0,3.4,1.02,69.0,0.45,4.0,829.473663,P
1.0,3.0,0.0,male,white,35.0,3.4,0.58,64.0,0.2,3.0,734.736825,P
1.0,4.0,0.0,female,white,37.0,3.4,1.09,67.0,1.01,3.0,766.315771,P
1.0,3.0,0.0,female,white,38.0,3.4,-1.83,69.0,-1.31,3.0,782.1052440000001,P
1.0,4.0,0.0,female,white,33.0,3.4,1.04,66.0,1.21,2.0,703.157879,P
1.0,4.0,0.0,male,white,42.0,3.4,0.52,68.0,-0.09,4.0,845.2631359999999,P
1.0,4.0,0.0,female,white,48.0,3.4,2.12,67.0,1.83,6.0,939.9999740000001,P
1.0,3.0,0.0,male,white,41.0,3.4,0.0,68.0,0.0,4.0,829.473663,P
1.0,4.0,0.0,male,white,40.0,3.4,1.35,69.0,1.56,4.0,813.6841900000001,P
1.0,4.0,0.0,male,white,37.0,3.4,-0.5,67.0,-0.05,3.0,766.315771,P
1.0,3.0,0.0,female,white,42.0,3.4,1.25,67.0,1.02,3.0,845.2631359999999,P
1.0,4.0,0.0,male,white,43.0,3.4,0.32,64.0,0.36,3.0,861.052609,P
1.0,3.0,0.0,male,white,39.0,3.4,1.61,67.0,1.44,3.0,797.894717,P
1.0,4.0,0.0,male,white,43.0,3.4,0.32,70.0,0.81,5.0,861.052609,P
1.0,3.0,0.0,female,black,30.0,3.4,-0.26,57.0,0.22,3.0,655.78946,P
2.0,4.0,1.0,female,white,37.0,3.4,1.05,60.0,0.1,3.0,766.315771,P
1.0,2.0,0.0,female,white,45.0,3.4,-0.33,68.0,0.0,6.0,892.631555,P
1.0,4.0,0.0,female,white,34.0,3.4,-0.41,69.0,-0.72,5.0,718.9473519999999,P
1.0,4.0,0.0,female,white,35.0,3.4,1.04,69.0,0.7,2.0,734.736825,P
1.0,4.0,0.0,female,white,36.0,3.4,-0.23,69.0,-0.6,3.0,750.526298,P
1.0,4.0,0.0,male,white,33.0,3.4,0.97,69.0,0.79,4.0,703.157879,P
1.0,3.0,0.0,female,white,36.0,3.4,1.1,69.0,0.46,4.0,750.526298,P
1.0,2.0,0.0,male,white,34.0,3.4,-0.89,52.0,-0.33,4.0,718.9473519999999,P
1.0,4.0,0.0,male,white,43.0,3.4,-0.48,69.0,-0.75,5.0,861.052609,P
1.0,5.0,0.0,female,white,30.0,3.4,0.0,65.0,0.0,1.0,655.78946,P
1.0,4.0,0.0,female,white,33.0,3.4,-0.46,69.0,-1.07,4.0,703.157879,P
1.0,4.0,0.0,female,white,35.0,3.4,0.51,67.0,-0.13,3.0,734.736825,P
1.0,4.0,0.0,female,white,36.0,3.4,1.15,66.0,1.15,4.0,750.526298,P
1.0,3.0,0.0,male,white,34.0,3.4,0.0,65.0,0.0,6.0,718.9473519999999,P
1.0,3.0,0.0,male,black,39.0,3.4,-1.79,69.0,-2.19,6.0,797.894717,P
1.0,3.0,0.0,female,white,32.0,3.4,-0.1,66.0,-0.03,5.0,687.3684059999999,P
1.0,4.0,0.0,male,asian,37.0,3.4,0.16,67.0,-0.25,4.0,766.315771,P
1.0,4.0,0.0,male,white,48.0,3.4,2.85,56.0,2.23,5.0,939.9999740000001,P
1.0,3.0,0.0,female,white,40.0,3.4,0.0,69.0,0.0,4.0,813.6841900000001,P
1.0,4.0,0.0,female,white,35.0,3.4,1.1,70.0,1.08,3.0,734.736825,P
2.0,4.0,1.0,male,white,29.5,3.4,0.0,69.0,0.0,3.0,647.8947235,P
1.0,2.0,0.0,male,white,42.0,3.4,0.29,66.0,0.45,4.0,845.2631359999999,P
1.0,3.0,0.0,male,white,32.0,3.4,0.93,58.0,0.62,3.0,687.3684059999999,P
1.0,2.0,0.0,female,black,25.5,3.4,-0.91,69.0,-0.85,3.0,584.7368315,P
1.0,5.0,0.0,female,white,37.0,3.4,-0.26,67.0,-0.26,5.0,766.315771,P
1.0,5.0,0.0,male,white,38.0,3.4,-0.23,69.0,-0.32,4.0,782.1052440000001,P
1.0,2.0,0.0,female,white,37.0,3.4,1.01,68.0,0.93,3.0,766.315771,P
1.0,4.0,0.0,female,asian,29.0,3.4,0.2,68.0,-0.51,3.0,639.999987,P
1.0,4.0,0.0,male,white,33.0,3.4,-0.43,69.0,-0.37,3.0,703.157879,P
1.0,3.0,0.0,female,white,41.0,3.4,0.88,68.0,0.49,4.0,829.473663,P
1.0,4.0,0.0,female,white,38.5,3.4,-0.74,67.0,-0.38,5.0,789.9999805,P
1.0,2.0,0.0,female,white,34.0,3.4,-0.43,58.0,-0.4,4.0,718.9473519999999,P
1.0,3.0,0.0,female,white,42.0,3.4,1.08,66.0,0.75,4.0,845.2631359999999,P
1.0,4.0,0.0,male,white,41.0,3.4,0.55,67.0,0.81,5.0,829.473663,P
1.0,4.0,0.0,male,white,41.0,3.4,-0.71,65.0,-0.7,4.0,829.473663,P
1.0,4.0,0.0,male,white,41.0,3.4,1.42,69.0,0.0,6.0,829.473663,P
2.0,3.0,1.0,female,white,28.0,3.4,0.51,65.0,0.8,3.0,624.210514,P
2.0,4.0,1.0,male,hisp,38.0,3.4,-0.66,66.0,-0.88,4.0,782.1052440000001,P
1.0,4.0,0.0,male,white,42.0,3.4,1.88,68.0,1.43,5.0,845.2631359999999,P
1.0,4.0,0.0,female,white,37.0,3.4,1.05,68.0,0.14,3.0,766.315771,P
1.0,3.0,0.0,male,white,37.0,3.4,-0.22,66.0,-0.72,4.0,766.315771,P
1.0,4.0,0.0,female,white,37.0,3.4,-0.11,68.0,-0.1,6.0,766.315771,P
1.0,3.0,0.0,male,white,29.0,3.4,0.78,66.0,0.94,1.0,639.999987,P
1.0,5.0,0.0,female,white,44.0,3.4,1.09,70.0,0.73,3.0,876.842082,P
1.0,4.0,0.0,male,white,43.0,3.4,1.37,68.0,1.55,6.0,861.052609,P
1.0,3.0,0.0,female,white,43.0,3.4,0.0,68.0,0.0,6.0,861.052609,P
1.0,3.0,0.0,female,white,35.0,3.4,0.4,63.0,0.82,4.0,734.736825,P
1.0,4.0,0.0,female,white,36.0,3.4,-0.44,55.0,-0.67,3.0,750.526298,P
1.0,4.0,0.0,female,hisp,38.0,3.4,0.13,69.0,-0.03,5.0,782.1052440000001,P
2.0,1.0,1.0,female,white,39.0,3.4,-0.06,63.0,0.17,5.0,797.894717,P
1.0,4.0,0.0,female,hisp,24.0,3.4,0.55,56.0,0.28,1.0,561.0526219999999,F
1.0,4.0,0.0,female,hisp,39.0,3.4,-0.65,69.0,-0.44,5.0,797.894717,P
1.0,4.0,0.0,male,white,41.0,3.4,-2.4,68.0,-2.15,5.0,829.473663,P
1.0,3.0,0.0,male,white,33.5,3.4,1.02,63.0,1.11,4.0,711.0526155,P
1.0,3.0,0.0,male,white,48.0,3.4,2.72,69.0,1.6,5.0,939.9999740000001,P
1.0,3.0,0.0,female,white,40.0,3.4,0.15,62.0,0.39,3.0,813.6841900000001,P
1.0,3.0,0.0,female,hisp,27.5,3.4,-1.45,64.0,-1.29,4.0,616.3157775000001,F
1.0,2.0,0.0,female,white,37.0,3.4,0.09,69.0,0.12,3.0,766.315771,P
1.0,4.0,0.0,male,white,37.0,3.4,0.0,68.0,-1.15,3.0,766.315771,P
1.0,4.0,0.0,male,white,30.5,3.4,-0.44,68.0,-0.26,2.0,663.6841965,P
1.0,5.0,0.0,female,white,37.0,3.4,2.28,62.0,3.18,5.0,766.315771,P
1.0,4.0,0.0,male,white,35.0,3.4,-0.42,68.0,-0.92,3.0,734.736825,P
1.0,4.0,0.0,female,hisp,41.0,3.4,-0.02,69.0,0.5,4.0,829.473663,P
1.0,3.0,0.0,female,white,46.0,3.4,-0.15,65.0,-0.36,6.0,908.421028,P
1.0,4.0,0.0,male,white,47.0,3.4,1.31,68.0,1.03,6.0,924.210501,P
1.0,0.0,0.0,female,white,34.0,3.4,-0.92,68.0,-0.86,4.0,718.9473519999999,P
1.0,4.0,0.0,female,white,35.0,3.4,-1.51,68.0,-1.23,2.0,734.736825,F
1.0,3.0,0.0,male,white,33.0,3.4,0.01,69.0,0.14,4.0,703.157879,P
1.0,3.0,0.0,female,white,26.5,3.4,-0.52,70.0,-1.25,3.0,600.5263045,F
1.0,4.0,0.0,male,white,46.0,3.4,-1.06,70.0,0.0,6.0,908.421028,P
1.0,3.0,0.0,male,white,44.0,3.4,0.09,68.0,0.45,4.0,876.842082,P
1.0,5.0,0.0,male,white,41.0,3.4,-0.24,69.0,0.46,4.0,829.473663,P
1.0,2.0,0.0,male,white,42.0,3.4,-0.16,61.0,-0.41,5.0,845.2631359999999,P
1.0,5.0,0.0,male,white,43.0,3.4,-0.11,68.0,-0.6,5.0,861.052609,P
1.0,4.0,0.0,male,white,36.5,3.4,0.16,70.0,0.68,5.0,758.4210345,P
1.0,5.0,0.0,male,white,38.0,3.4,0.0,69.0,0.0,4.0,782.1052440000001,F
1.0,3.0,0.0,male,white,40.0,3.4,-0.52,57.0,-0.9,4.0,813.6841900000001,P
1.0,3.0,0.0,male,white,42.0,3.4,1.13,69.0,1.31,4.0,845.2631359999999,P
1.0,4.0,0.0,female,white,41.0,3.4,0.85,68.0,0.52,6.0,829.473663,P
1.0,4.0,0.0,male,white,36.0,3.4,0.3,69.0,0.0,5.0,750.526298,P
1.0,4.0,0.0,female,white,40.0,3.4,0.94,69.0,1.12,4.0,813.6841900000001,P
1.0,4.0,0.0,male,white,39.0,3.4,-0.16,68.0,0.12,6.0,797.894717,P
1.0,3.0,0.0,female,white,30.5,3.4,-1.17,70.0,-0.97,5.0,663.6841965,F
1.0,4.0,0.0,female,white,41.0,3.4,1.6,70.0,1.5,4.0,829.473663,P
1.0,5.0,0.0,female,white,34.0,3.4,0.51,69.0,0.76,3.0,718.9473519999999,P
1.0,4.0,0.0,female,white,31.0,3.4,-0.46,69.0,-0.59,3.0,671.578933,P
1.0,2.0,0.0,male,hisp,26.5,3.4,-0.03,70.0,-1.44,3.0,600.5263045,F
2.0,3.0,1.0,female,white,31.0,3.4,0.97,44.0,0.02,2.0,671.578933,P
1.0,4.0,0.0,female,white,43.0,3.4,-0.6,69.0,0.37,6.0,861.052609,P
1.0,4.0,0.0,female,white,38.0,3.4,0.09,65.0,-0.3,5.0,782.1052440000001,P
1.0,3.0,0.0,female,white,29.0,3.4,-0.52,64.0,0.53,4.0,639.999987,P
1.0,4.0,0.0,female,white,32.5,3.4,-0.31,68.0,-1.14,3.0,695.2631425,P
1.0,4.0,0.0,female,asian,30.0,3.4,0.0,69.0,0.0,1.0,655.78946,P
1.0,3.0,0.0,female,white,32.0,3.4,1.03,66.0,1.16,3.0,687.3684059999999,P
1.0,4.0,0.0,male,white,35.0,3.4,-0.17,69.0,-0.77,3.0,734.736825,P
1.0,3.0,0.0,male,hisp,37.0,3.4,-0.12,67.0,-0.57,6.0,766.315771,P
1.0,4.0,0.0,female,white,33.0,3.4,-1.0,68.0,-0.48,5.0,703.157879,P
2.0,3.0,1.0,female,white,33.0,3.4,-0.6,66.0,0.43,3.0,703.157879,P
1.0,5.0,0.0,male,white,43.0,3.4,1.06,69.0,1.22,4.0,861.052609,P
1.0,4.0,0.0,male,white,36.0,3.4,0.82,67.0,0.82,6.0,750.526298,P
2.0,3.0,1.0,female,white,32.0,3.4,-1.78,62.0,-1.55,3.0,687.3684059999999,P
1.0,4.0,0.0,male,white,44.0,3.4,-0.64,69.0,-0.84,5.0,876.842082,P
1.0,4.0,0.0,female,asian,41.0,3.4,0.01,69.0,-0.37,5.0,829.473663,P
1.0,4.0,0.0,male,white,37.0,3.4,0.26,56.0,-0.01,3.0,766.315771,P
1.0,4.0,0.0,male,white,47.0,3.4,-0.06,69.0,0.05,4.0,924.210501,P
2.0,3.0,1.0,male,white,36.0,3.4,0.05,63.0,-0.52,5.0,750.526298,F
1.0,4.0,0.0,male,white,35.0,3.4,0.3,68.0,-0.17,3.0,734.736825,P
1.0,5.0,0.0,female,white,34.0,3.4,0.71,69.0,0.61,4.0,718.9473519999999,P
1.0,2.0,0.0,male,white,38.0,3.4,1.46,65.0,2.03,4.0,782.1052440000001,P
1.0,4.0,0.0,female,white,41.0,3.4,1.93,67.0,1.85,3.0,829.473663,P
1.0,2.0,0.0,male,white,39.0,3.4,-0.23,69.0,0.63,3.0,797.894717,P
1.0,4.0,0.0,male,white,25.0,3.4,-1.76,65.0,-1.62,2.0,576.842095,P
2.0,3.0,1.0,male,white,36.0,3.4,0.14,62.0,0.31,4.0,750.526298,P
1.0,4.0,0.0,female,white,37.0,3.4,0.0,68.0,0.0,6.0,766.315771,P
1.0,5.0,0.0,male,white,45.0,3.4,-0.69,69.0,0.0,6.0,892.631555,P
1.0,2.0,0.0,male,white,37.0,3.4,0.86,60.0,0.72,2.0,766.315771,P
1.0,4.0,0.0,female,white,42.0,3.4,0.48,69.0,1.22,4.0,845.2631359999999,P
1.0,5.0,0.0,male,white,43.0,3.4,-0.77,67.0,-0.49,5.0,861.052609,P
1.0,4.0,0.0,male,white,34.0,3.4,1.7,69.0,1.92,3.0,718.9473519999999,P
1.0,4.0,0.0,female,white,38.0,3.4,1.23,67.0,1.4,3.0,782.1052440000001,P
1.0,4.0,0.0,female,white,29.0,3.4,-0.03,57.0,-0.78,3.0,639.999987,P
1.0,4.0,0.0,male,white,39.0,3.4,0.75,69.0,0.8,3.0,797.894717,P
1.0,5.0,0.0,female,white,46.0,3.4,1.51,68.0,0.72,6.0,908.421028,P
